College_Code,College_Name,Branch_Code,Branch_Name,Category,Cutoff_Rank,Year,Round,Table_Number
,,AD Artificial,4050,,1447.0,2024,1,10
,,AD Artificial,2690,,2455.0,2024,1,2
,,AD Artificial,2690,,3232.0,2024,1,2
,,AD Artificial,4050,,3371.0,2024,1,10
,,AD Artificial,--,,3716.0,2024,1,2
,,AD Artificial,4050,,3743.0,2024,1,10
,,AD Artificial,2690,,3791.0,2024,1,2
,,AD Artificial,--,,4430.0,2024,1,2
,,AD Artificial,--,,4643.0,2024,1,2
,,AD Artificial,--,,4643.0,2024,1,2
,,AD Artificial,4050,,4850.0,2024,1,10
,,AD Artificial,--,,5357.0,2024,1,2
,,AD Artificial,2690,,5397.0,2024,1,2
,,AD Artificial,4050,,5504.0,2024,1,10
,,AD Artificial,2690,,5701.0,2024,1,2
,,AD Artificial,2690,,5711.0,2024,1,2
,,AD Artificial,--,,5819.0,2024,1,10
,,AD Artificial,4050,,7230.0,2024,1,10
,,AD Artificial,--,,7283.0,2024,1,2
,,AD Artificial,--,,7693.0,2024,1,10
,,AD Artificial,15576,,9823.0,2024,1,5
,,AD Artificial,15576,,10266.0,2024,1,5
,,AD Artificial,15576,,10399.0,2024,1,5
,,AD Artificial,15576,,10823.0,2024,1,5
,,AD Artificial,--,,11136.0,2024,1,5
,,AD Artificial,17061,,11627.0,2024,1,20
,,AD Artificial,17061,,12022.0,2024,1,20
,,AD Artificial,--,,12558.0,2024,1,5
,,AD Artificial,--,,12619.0,2024,1,20
,,AD Artificial,17061,,12865.0,2024,1,20
,,AD Artificial,15576,,13253.0,2024,1,5
,,AD Artificial,--,,13344.0,2024,1,20
,,AD Artificial,2690,,13531.0,2024,1,2
,,AD Artificial,--,,13534.0,2024,1,5
,,AD Artificial,--,,13640.0,2024,1,5
,,AD Artificial,15576,,13930.0,2024,1,5
,,AD Artificial,17061,,14059.0,2024,1,20
,,AD Artificial,4050,,14441.0,2024,1,10
,,AD Artificial,17061,,14529.0,2024,1,20
,,AD Artificial,--,,16531.0,2024,1,20
,,AD Artificial,15576,,16866.0,2024,1,5
,,AD Artificial,--,,16866.0,2024,1,5
,,AD Artificial,--,,18120.0,2024,1,10
,,AD Artificial,15576,,18124.0,2024,1,5
,,AD Artificial,--,,18359.0,2024,1,5
,,AD Artificial,20379,,18874.0,2024,1,18
,,AD Artificial,--,,18910.0,2024,1,18
,,AD Artificial,15576,,18983.0,2024,1,5
,,AD Artificial,--,,19762.0,2024,1,20
,,AD Artificial,2690,,20373.0,2024,1,2
,,AD Artificial,--,,20664.0,2024,1,20
,,AD Artificial,--,,24977.0,2024,1,18
,,AD Artificial,4050,,25239.0,2024,1,10
,,AD Artificial,--,,25283.0,2024,1,18
,,AD Artificial,20379,,25788.0,2024,1,18
,,AD Artificial,4050,,26331.0,2024,1,10
,,AD Artificial,20379,,26434.0,2024,1,18
,,AD Artificial,"32828
--",,27779.0,2024,1,25
,,AD Artificial,--,,28096.0,2024,1,18
,,AD Artificial,31542,,28418.0,2024,1,20
,,AD Artificial,"32828
--",,28879.0,2024,1,25
,,AD Artificial,--,,29020.0,2024,1,20
,,AD Artificial,31542,,29283.0,2024,1,20
,,AD Artificial,31542,,29300.0,2024,1,20
,,AD Artificial,17061,,29883.0,2024,1,20
,,AD Artificial,31542,,29956.0,2024,1,20
,,AD Artificial,31542,,31846.0,2024,1,20
,,AD Artificial,2690,,32167.0,2024,1,2
,,AD Artificial,2690,,32207.0,2024,1,2
,,AD Artificial,17061,,32663.0,2024,1,20
,,AD Artificial,--,,33578.0,2024,1,20
,,AD Artificial,31542,,34184.0,2024,1,20
,,AD Artificial,31542,,34275.0,2024,1,20
,,AD Artificial,15576,,34460.0,2024,1,5
,,AD Artificial,--,,34681.0,2024,1,47
,,AD Artificial,4050,,35396.0,2024,1,10
,,AD Artificial,--,,35596.0,2024,1,47
,,AD Artificial,"32828
--",,36083.0,2024,1,25
,,AD Artificial,--,,36111.0,2024,1,47
,,AD Artificial,"38407 105919
--
40113",,36694.0,2024,1,19
,,AD Artificial,--,,37341.0,2024,1,47
,,AD Artificial,--,,37984.0,2024,1,18
,,AD Artificial,"49519
--",,38323.0,2024,1,4
,,AD Artificial,"38407 105919
--
40113",,38624.0,2024,1,19
,,AD Artificial,--,,38983.0,2024,1,47
,,AD Artificial,--,,39088.0,2024,1,20
,,AD Artificial,--,,40036.0,2024,1,20
,,AD Artificial,"38407 105919
--
40113",,41625.0,2024,1,19
,,AD Artificial,"--
--",,41713.0,2024,1,25
,,AD Artificial,--,,42082.0,2024,1,19
,,AD Artificial,51312,,42738.0,2024,1,18
,,AD Artificial,31542,,42983.0,2024,1,20
,,AD Artificial,--,,43299.0,2024,1,18
,,AD Artificial,--,,43299.0,2024,1,18
,,AD Artificial,"38407 105919
--
40113",,43366.0,2024,1,19
,,AD Artificial,15576,,43751.0,2024,1,5
,,AD Artificial,"32828
--",,44092.0,2024,1,25
,,AD Artificial,"49519
--",,44845.0,2024,1,4
,,AD Artificial,--,,45675.0,2024,1,47
,,AD Artificial,50625,,46309.0,2024,1,47
,,AD Artificial,--,,48608.0,2024,1,20
,,AD Artificial,77123,,49083.0,2024,1,31
,,AD Artificial,69348,,49721.0,2024,1,20
,,AD Artificial,"49519
--",,50047.0,2024,1,4
,,AD Artificial,77123,,50957.0,2024,1,31
,,AD Artificial,70206,,51068.0,2024,1,44
,,AD Artificial,70206,,51612.0,2024,1,44
,,AD Artificial,69348,,51965.0,2024,1,20
,,AD Artificial,--,,53239.0,2024,1,48
,,AD Artificial,--,,53678.0,2024,1,25
,,AD Artificial,69348,,54904.0,2024,1,20
,,AD Artificial,50625,,55008.0,2024,1,47
,,AD Artificial,93151,,55061.0,2024,1,20
,,AD Artificial,--,,55061.0,2024,1,19
,,AD Artificial,--,,55061.0,2024,1,19
,,AD Artificial,70206,,55823.0,2024,1,44
,,AD Artificial,51312,,56254.0,2024,1,18
,,AD Artificial,50625,,56619.0,2024,1,47
,,AD Artificial,"68115
--
97710
68194",,56806.0,2024,1,19
,,AD Artificial,77123,,57045.0,2024,1,31
,,AD Artificial,"68115
--
97710
68194",,57991.0,2024,1,19
,,AD Artificial,76966,,58564.0,2024,1,37
,,AD Artificial,50625,,59325.0,2024,1,47
,,AD Artificial,70206,,60077.0,2024,1,44
,,AD Artificial,69348,,60260.0,2024,1,20
,,AD Artificial,61790,,60356.0,2024,1,37
,,AD Artificial,61790,,60917.0,2024,1,37
,,AD Artificial,79070,,60984.0,2024,1,29
,,AD Artificial,--,,61200.0,2024,1,31
,,AD Artificial,--,,61200.0,2024,1,31
,,AD Artificial,--,,61882.0,2024,1,44
,,AD Artificial,--,,61882.0,2024,1,45
,,AD Artificial,69348,,61889.0,2024,1,20
,,AD Artificial,84526,,61890.0,2024,1,35
,,AD Artificial,--,,61939.0,2024,1,37
,,AD Artificial,93455,,62579.0,2024,1,48
,,AD Artificial,--,,63580.0,2024,1,20
,,AD Artificial,84322,,64864.0,2024,1,49
,,AD Artificial,"--
--",,64886.0,2024,1,25
,,AD Artificial,--,,64886.0,2024,1,25
,,AD Artificial,--,,64886.0,2024,1,25
,,AD Artificial,"68115
--
97710
68194",,64894.0,2024,1,19
,,AD Artificial,50625,,68584.0,2024,1,47
,,AD Artificial,--,,68855.0,2024,1,33
,,AD Artificial,--,,69101.0,2024,1,47
,,AD Artificial,--,,69136.0,2024,1,4
,,AD Artificial,65009,,69922.0,2024,1,43
,,AD Artificial,70547,,70264.0,2024,1,34
,,AD Artificial,100061,,70349.0,2024,1,48
,,AD Artificial,65009,,70686.0,2024,1,43
,,AD Artificial,70547,,70990.0,2024,1,34
,,AD Artificial,50625,,70996.0,2024,1,47
,,AD Artificial,--,,71410.0,2024,1,18
,,AD Artificial,78224,,71968.0,2024,1,27
,,AD Artificial,70547,,72043.0,2024,1,34
,,AD Artificial,79070,,72439.0,2024,1,29
,,AD Artificial,--,,73256.0,2024,1,47
,,AD Artificial,--,,73256.0,2024,1,48
,,AD Artificial,87791,,73286.0,2024,1,22
,,AD Artificial,61790,,73641.0,2024,1,37
,,AD Artificial,79070,,73707.0,2024,1,29
,,AD Artificial,69348,,74054.0,2024,1,20
,,AD Artificial,--,,74194.0,2024,1,18
,,AD Artificial,93455,,74417.0,2024,1,48
,,AD Artificial,79070,,74492.0,2024,1,29
,,AD Artificial,93455,,75329.0,2024,1,48
,,AD Artificial,76966,,75443.0,2024,1,37
,,AD Artificial,--,,75459.0,2024,1,18
,,AD Artificial,85571,,76066.0,2024,1,29
,,AD Artificial,--,,76460.0,2024,1,44
,,AD Artificial,100061,,76930.0,2024,1,48
,,AD Artificial,84526,,77092.0,2024,1,35
,,AD Artificial,100061,,77296.0,2024,1,48
,,AD Artificial,--,,77296.0,2024,1,48
,,AD Artificial,87791,,77518.0,2024,1,22
,,AD Artificial,85571,,77759.0,2024,1,29
,,AD Artificial,84322,,77892.0,2024,1,49
,,AD Artificial,85571,,78190.0,2024,1,29
,,AD Artificial,51312,,79081.0,2024,1,18
,,AD Artificial,98430,,79420.0,2024,1,17
,,AD Artificial,79070,,79651.0,2024,1,29
,,AD Artificial,--,,79806.0,2024,1,29
,,AD Artificial,111620,,79974.0,2024,1,49
,,AD Artificial,--,,80119.0,2024,1,17
,,AD Artificial,77123,,80160.0,2024,1,31
,,AD Artificial,102562,,80310.0,2024,1,48
,,AD Artificial,102562,,81691.0,2024,1,48
,,AD Artificial,--,,81731.0,2024,1,44
,,AD Artificial,20379,,81795.0,2024,1,18
,,AD Artificial,80267,,82653.0,2024,1,33
,,AD Artificial,102562,,82677.0,2024,1,48
,,AD Artificial,--,,82691.0,2024,1,19
,,AD Artificial,161170,,82808.0,2024,1,20
,,AD Artificial,93455,,82917.0,2024,1,48
,,AD Artificial,91324,,83525.0,2024,1,33
,,AD Artificial,93455,,84221.0,2024,1,48
,,AD Artificial,61790,,84461.0,2024,1,37
,,AD Artificial,"107668
--",,84551.0,2024,1,25
,,AD Artificial,87791,,84590.0,2024,1,22
,,AD Artificial,--,,84891.0,2024,1,17
,,AD Artificial,70547,,85244.0,2024,1,34
,,AD Artificial,--,,85721.0,2024,1,35
,,AD Artificial,98430,,85839.0,2024,1,17
,,AD Artificial,61790,,86118.0,2024,1,37
,,AD Artificial,--,,86118.0,2024,1,48
,,AD Artificial,78224,,86293.0,2024,1,27
,,AD Artificial,100061,,86407.0,2024,1,48
,,AD Artificial,84322,,86566.0,2024,1,49
,,AD Artificial,100061,,86851.0,2024,1,48
,,AD Artificial,--,,86978.0,2024,1,48
,,AD Artificial,111620,,87317.0,2024,1,49
,,AD Artificial,--,,87503.0,2024,1,38
,,AD Artificial,70547,,87550.0,2024,1,34
,,AD Artificial,85571,,87559.0,2024,1,29
,,AD Artificial,"--
--",,87819.0,2024,1,50
,,AD Artificial,100061,,88081.0,2024,1,48
,,AD Artificial,100061,,88164.0,2024,1,48
,,AD Artificial,--,,88635.0,2024,1,27
,,AD Artificial,93455,,89486.0,2024,1,48
,,AD Artificial,84322,,89782.0,2024,1,49
,,AD Artificial,78224,,89999.0,2024,1,27
,,AD Artificial,111620,,90613.0,2024,1,49
,,AD Artificial,--,,90761.0,2024,1,17
,,AD Artificial,84322,,91186.0,2024,1,49
,,AD Artificial,"107668
--",,91478.0,2024,1,25
,,AD Artificial,--,,92007.0,2024,1,27
,,AD Artificial,85571,,93782.0,2024,1,29
,,AD Artificial,"107668
--",,95413.0,2024,1,25
,,AD Artificial,102562,,95836.0,2024,1,48
,,AD Artificial,--,,96005.0,2024,1,20
,,AD Artificial,--,,96247.0,2024,1,47
,,AD Artificial,102562,,96355.0,2024,1,48
,,AD Artificial,--,,97072.0,2024,1,29
,,AD Artificial,85571,,98694.0,2024,1,29
,,AD Artificial,80267,,99063.0,2024,1,33
,,AD Artificial,--,,99072.0,2024,1,43
,,AD Artificial,--,,99072.0,2024,1,44
,,AD Artificial,--,,99072.0,2024,1,43
,,AD Artificial,130943,,99200.0,2024,1,49
,,AD Artificial,130943,,99200.0,2024,1,48
,,AD Artificial,84526,,99537.0,2024,1,35
,,AD Artificial,98430,,100566.0,2024,1,17
,,AD Artificial,"--
--",,101836.0,2024,1,25
,,AD Artificial,--,,102833.0,2024,1,37
,,AD Artificial,--,,103274.0,2024,1,37
,,AD Artificial,--,,105690.0,2024,1,48
,,AD Artificial,--,,105690.0,2024,1,47
,,AD Artificial,,,106383.0,2024,1,33
,,AD Artificial,--,,106670.0,2024,1,50
,,AD Artificial,--,,107320.0,2024,1,27
,,AD Artificial,93455,,111124.0,2024,1,48
,,AD Artificial,--,,113978.0,2024,1,34
,,AD Artificial,--,,116625.0,2024,1,51
,,AD Artificial,--,,118812.0,2024,1,37
,,AD Artificial,"68115
--
97710
68194",,119992.0,2024,1,19
,,AD Artificial,--,,126042.0,2024,1,33
,,AD Artificial,--,,126485.0,2024,1,35
,,AD Artificial,--,,127874.0,2024,1,17
,,AD Artificial,--,,130805.0,2024,1,37
,,AD Artificial,--,,131841.0,2024,1,25
,,AD Artificial,100061,,133127.0,2024,1,48
,,AD Artificial,--,,133727.0,2024,1,17
,,AD Artificial,--,,134953.0,2024,1,48
,,AD Artificial,31542,,136857.0,2024,1,20
,,AD Artificial,--,,137207.0,2024,1,43
,,AD Artificial,--,,139085.0,2024,1,33
,,AD Artificial,--,,139173.0,2024,1,48
,,AD Artificial,--,,141289.0,2024,1,37
,,AD Artificial,--,,141959.0,2024,1,33
,,AD Artificial,87791,,145868.0,2024,1,22
,,AD Artificial,--,,148118.0,2024,1,33
,,AD Artificial,--,,148219.0,2024,1,33
,,AD Artificial,219095,,154553.0,2024,1,50
,,AD Artificial,--,,155622.0,2024,1,18
,,AD Artificial,--,,158509.0,2024,1,38
,,AD Artificial,--,,158546.0,2024,1,27
,,AD Artificial,--,,159161.0,2024,1,29
,,AD Artificial,--,,161442.0,2024,1,44
,,AD Artificial,130943,,165737.0,2024,1,49
,,AD Artificial,--,,171296.0,2024,1,34
,,AD Artificial,--,,174019.0,2024,1,33
,,AD Artificial,--,,174380.0,2024,1,22
,,AD Artificial,--,,174380.0,2024,1,22
,,AD Artificial,--,,174974.0,2024,1,49
,,AD Artificial,--,,174974.0,2024,1,48
,,AD Artificial,--,,184043.0,2024,1,20
,,AD Artificial,--,,184129.0,2024,1,47
,,AD Artificial,--,,184129.0,2024,1,31
,,AD Artificial,91324,,191105.0,2024,1,33
,,AD Artificial,--,,196349.0,2024,1,37
,,AD Artificial,--,,197291.0,2024,1,17
,,AD Artificial,130943,,200348.0,2024,1,48
,,AD Artificial,--,,218082.0,2024,1,31
,,AD Artificial,61790,,222145.0,2024,1,37
,,AD Artificial,--,,234960.0,2024,1,33
,,AD Artificial,--,,244639.0,2024,1,38
,,AD Artificial,--,,245736.0,2024,1,35
,,AD Artificial,--,,103580130152.0,2024,1,49
,,AD Artificial,,,111564144871.0,2024,1,33
,,AD Artificial,--,,117603188543.0,2024,1,37
,,AD Artificial,--,,117852131477.0,2024,1,35
,,AD Artificial,--,,119065112849.0,2024,1,37
,,AD Artificial,102562,,128934105061.0,2024,1,48
,,AD Artificial,--,,130073129069.0,2024,1,37
,,AD Artificial,,,130669100189.0,2024,1,33
,,AD Artificial,--,,130709174828.0,2024,1,48
,,AD Artificial,--,,131477184594.0,2024,1,35
,,AD Artificial,130943,,134645143393.0,2024,1,49
,,AD Artificial,130943,,136954141370.0,2024,1,48
,,AD Artificial,50625,,143724103366.0,2024,1,47
,,AD Artificial,130943,,155884209943.0,2024,1,48
,,AD Artificial,85571,,170099147324.0,2024,1,29
,,AD Artificial,"107668
--",,170411124725.0,2024,1,25
,,AD Artificial,114006,,183439157105.0,2024,1,35
,,AD Artificial,--,,183444138296.0,2024,1,47
,,AD Artificial,76966,,191532143428.0,2024,1,37
,,AD Artificial,91324,,195974170655.0,2024,1,33
,,AD Artificial,84526,,205113190076.0,2024,1,35
,,AD Artificial,79070,,209406178699.0,2024,1,29
,,AD Artificial,,,222705230949.0,2024,1,33
,,AD Artificial,65009,,232200150104.0,2024,1,43
,,AD Artificial,98430,,1.0586511593510641e+23,2024,1,17
,,AD Artificial,114006,,1.0950112778611873e+23,2024,1,35
,,AD Artificial,--,,1.156571231711364e+23,2024,1,17
,,AD Artificial,130943,,1.3250220994314768e+23,2024,1,49
,,AD Artificial,--,,1.3666815241114712e+23,2024,1,17
,,AD Artificial,80267,,1.853121789261931e+23,2024,1,33
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - EXT RND ALLOTMENT ( HYD KAR ),48248.0,2024,1,10
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - EXT RND ALLOTMENT ( HYD KAR ),62439.0,2024,1,18
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - EXT RND ALLOTMENT ( HYD KAR ),92862.0,2024,1,49
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - EXT RND ALLOTMENT ( HYD KAR ),97885.0,2024,1,19
,,AD Artificial,2690,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),6458.0,2024,1,2
,,AD Artificial,4050,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),8309.0,2024,1,10
,,AD Artificial,17061,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),12232.0,2024,1,20
,,AD Artificial,15576,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),20007.0,2024,1,5
,,AD Artificial,20379,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),23071.0,2024,1,18
,,AD Artificial,31542,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),37013.0,2024,1,20
,,AD Artificial,"32828
--",ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),39681.0,2024,1,25
,,AD Artificial,"38407 105919
--
40113",ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),40421.0,2024,1,19
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),45147.0,2024,1,47
,,AD Artificial,51312,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),55852.0,2024,1,18
,,AD Artificial,69348,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),62259.0,2024,1,20
,,AD Artificial,50625,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),62439.0,2024,1,47
,,AD Artificial,"68115
--
97710
68194",ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),69480.0,2024,1,19
,,AD Artificial,80267,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),70637.0,2024,1,33
,,AD Artificial,77123,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),74247.0,2024,1,31
,,AD Artificial,84322,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),78773.0,2024,1,49
,,AD Artificial,85571,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),80424.0,2024,1,29
,,AD Artificial,78224,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),81708.0,2024,1,27
,,AD Artificial,70547,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),81828.0,2024,1,34
,,AD Artificial,100061,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),88741.0,2024,1,48
,,AD Artificial,91324,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),99182.0,2024,1,33
,,AD Artificial,79070,ENGINEERING CUTOFF RANK OF CET-2024 - MOCK  ALLOTMENT ( GENERAL ),108507.0,2024,1,29
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - R1 ( PROV )  ALLOTMENT ( HYD KAR ),11265.0,2024,1,10
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - R1 ( PROV )  ALLOTMENT ( HYD KAR ),28096.0,2024,1,18
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - R1 ( PROV )  ALLOTMENT ( HYD KAR ),124059.0,2024,1,17
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - R2 ALLOTMENT ( HYD KAR ),11265.0,2024,1,10
,,AD Artificial,--,ENGINEERING CUTOFF RANK OF CET-2024 - R2 ALLOTMENT ( HYD KAR ),39359.0,2024,1,18
,,AE Aeronaut.Engg,20572,,16112.0,2024,1,2
,,AE Aeronaut.Engg,--,,17477.0,2024,1,2
,,AE Aeronaut.Engg,20572,,17546.0,2024,1,2
,,AE Aeronaut.Engg,20572,,17733.0,2024,1,2
,,AE Aeronaut.Engg,20572,,17814.0,2024,1,2
,,AE Aeronaut.Engg,20572,,18269.0,2024,1,2
,,AE Aeronaut.Engg,20572,,19983.0,2024,1,2
,,AE Aeronaut.Engg,--,,21723.0,2024,1,2
,,AE Aeronaut.Engg,--,,21723.0,2024,1,2
,,AE Aeronaut.Engg,20572,,23034.0,2024,1,2
,,AE Aeronaut.Engg,31166,,24810.0,2024,1,20
,,AE Aeronaut.Engg,31166,,25308.0,2024,1,20
,,AE Aeronaut.Engg,--,,26242.0,2024,1,2
,,AE Aeronaut.Engg,--,,26242.0,2024,1,2
,,AE Aeronaut.Engg,31166,,32933.0,2024,1,20
,,AE Aeronaut.Engg,36920,,33664.0,2024,1,12
,,AE Aeronaut.Engg,31166,,33738.0,2024,1,20
,,AE Aeronaut.Engg,36920,,34625.0,2024,1,12
,,AE Aeronaut.Engg,31166,,34710.0,2024,1,20
,,AE Aeronaut.Engg,45876,,35853.0,2024,1,15
,,AE Aeronaut.Engg,31166,,37267.0,2024,1,20
,,AE Aeronaut.Engg,36920,,37650.0,2024,1,12
,,AE Aeronaut.Engg,--,,38702.0,2024,1,20
,,AE Aeronaut.Engg,36920,,39788.0,2024,1,12
,,AE Aeronaut.Engg,--,,43303.0,2024,1,2
,,AE Aeronaut.Engg,52368,,43613.0,2024,1,8
,,AE Aeronaut.Engg,31166,,43815.0,2024,1,20
,,AE Aeronaut.Engg,20572,,44603.0,2024,1,2
,,AE Aeronaut.Engg,"--
--",,45910.0,2024,1,8
,,AE Aeronaut.Engg,45876,,46005.0,2024,1,15
,,AE Aeronaut.Engg,--,,46400.0,2024,1,20
,,AE Aeronaut.Engg,--,,46400.0,2024,1,20
,,AE Aeronaut.Engg,--,,47249.0,2024,1,20
,,AE Aeronaut.Engg,--,,47249.0,2024,1,20
,,AE Aeronaut.Engg,--,,47249.0,2024,1,20
,,AE Aeronaut.Engg,72796,,48086.0,2024,1,20
,,AE Aeronaut.Engg,72796,,48093.0,2024,1,20
,,AE Aeronaut.Engg,45876,,48253.0,2024,1,15
,,AE Aeronaut.Engg,20572,,49201.0,2024,1,2
,,AE Aeronaut.Engg,67851,,49376.0,2024,1,3
,,AE Aeronaut.Engg,67851,,49974.0,2024,1,3
,,AE Aeronaut.Engg,--,,50890.0,2024,1,15
,,AE Aeronaut.Engg,--,,50890.0,2024,1,15
,,AE Aeronaut.Engg,67851,,51248.0,2024,1,3
,,AE Aeronaut.Engg,--,,52282.0,2024,1,3
,,AE Aeronaut.Engg,72796,,52829.0,2024,1,20
,,AE Aeronaut.Engg,70137 121981,,52874.0,2024,1,4
,,AE Aeronaut.Engg,52368,,54277.0,2024,1,8
,,AE Aeronaut.Engg,74792,,54538.0,2024,1,20
,,AE Aeronaut.Engg,36920,,56830.0,2024,1,12
,,AE Aeronaut.Engg,67851,,57287.0,2024,1,3
,,AE Aeronaut.Engg,70137 121981,,58930.0,2024,1,4
,,AE Aeronaut.Engg,52368,,60012.0,2024,1,8
,,AE Aeronaut.Engg,"--
--",,60012.0,2024,1,8
,,AE Aeronaut.Engg,--,,60012.0,2024,1,8
,,AE Aeronaut.Engg,72796,,61209.0,2024,1,20
,,AE Aeronaut.Engg,67851,,62455.0,2024,1,3
,,AE Aeronaut.Engg,36920,,63805.0,2024,1,12
,,AE Aeronaut.Engg,20572,,64411.0,2024,1,2
,,AE Aeronaut.Engg,36920,,64420.0,2024,1,12
,,AE Aeronaut.Engg,45876,,67657.0,2024,1,15
,,AE Aeronaut.Engg,177822,,68040.0,2024,1,20
,,AE Aeronaut.Engg,52368,,68561.0,2024,1,8
,,AE Aeronaut.Engg,45876,,69689.0,2024,1,15
,,AE Aeronaut.Engg,--,,70108.0,2024,1,18
,,AE Aeronaut.Engg,100913,,71048.0,2024,1,42
,,AE Aeronaut.Engg,52368,,72028.0,2024,1,8
,,AE Aeronaut.Engg,67851,,72429.0,2024,1,3
,,AE Aeronaut.Engg,--,,73693.0,2024,1,3
,,AE Aeronaut.Engg,79585,,75860.0,2024,1,34
,,AE Aeronaut.Engg,--,,75995.0,2024,1,3
,,AE Aeronaut.Engg,72796,,76235.0,2024,1,20
,,AE Aeronaut.Engg,--,,77246.0,2024,1,3
,,AE Aeronaut.Engg,72796,,77338.0,2024,1,20
,,AE Aeronaut.Engg,100913,,79221.0,2024,1,42
,,AE Aeronaut.Engg,--,,79471.0,2024,1,8
,,AE Aeronaut.Engg,31166,,79515.0,2024,1,20
,,AE Aeronaut.Engg,36920,,79614.0,2024,1,12
,,AE Aeronaut.Engg,100913,,82454.0,2024,1,42
,,AE Aeronaut.Engg,52368,,82894.0,2024,1,8
,,AE Aeronaut.Engg,--,,85982.0,2024,1,18
,,AE Aeronaut.Engg,96502,,90967.0,2024,1,27
,,AE Aeronaut.Engg,113313,,92491.0,2024,1,36
,,AE Aeronaut.Engg,--,,94954.0,2024,1,20
,,AE Aeronaut.Engg,--,,95891.0,2024,1,34
,,AE Aeronaut.Engg,80695,,98127.0,2024,1,18
,,AE Aeronaut.Engg,--,,105989.0,2024,1,20
,,AE Aeronaut.Engg,--,,111252.0,2024,1,36
,,AE Aeronaut.Engg,--,,111252.0,2024,1,37
,,AE Aeronaut.Engg,--,,114519.0,2024,1,27
,,AE Aeronaut.Engg,--,,115205.0,2024,1,3
,,AE Aeronaut.Engg,--,,118191.0,2024,1,9
,,AE Aeronaut.Engg,67851,,118634.0,2024,1,3
,,AE Aeronaut.Engg,79585,,119407.0,2024,1,34
,,AE Aeronaut.Engg,120057,,129867.0,2024,1,27
,,AE Aeronaut.Engg,--,,130749.0,2024,1,30
,,AE Aeronaut.Engg,31166,,131455.0,2024,1,20
,,AE Aeronaut.Engg,--,,135648.0,2024,1,20
,,AE Aeronaut.Engg,--,,144074.0,2024,1,12
,,AE Aeronaut.Engg,--,,150164.0,2024,1,8
,,AE Aeronaut.Engg,--,,156275.0,2024,1,20
,,AE Aeronaut.Engg,--,,167145.0,2024,1,27
,,AE Aeronaut.Engg,--,,171512.0,2024,1,30
,,AE Aeronaut.Engg,--,,175000.0,2024,1,28
,,AE Aeronaut.Engg,--,,197043.0,2024,1,4
,,AE Aeronaut.Engg,--,,200842.0,2024,1,43
,,AE Aeronaut.Engg,177822,,243953.0,2024,1,20
,,AE Aeronaut.Engg,--,,245346.0,2024,1,18
,,AE Aeronaut.Engg,--,,247488.0,2024,1,27
,,AE Aeronaut.Engg,--,,259180.0,2024,1,9
,,AE Aeronaut.Engg,96502,,108461133887.0,2024,1,27
,,AE Aeronaut.Engg,52368,,116688113105.0,2024,1,8
,,AE Aeronaut.Engg,80695,,120143103969.0,2024,1,18
